id,pathway_id,pathway_slug,pathway_title,name,description,document_type,is_mandatory,sort_order,step_id
0f7c4f18-5d1d-460c-8493-b425a80f6cab,5c7bcebf-ab9a-4e4f-a0d6-44ab41d22ff7,canada-bowp,Bridging Open Work Permit (BOWP),Certificat de sélection du Québec (CSQ),Quebec Selection Certificate required for Quebec skilled worker and Quebec investor applicants.,csq,false,0,
935ca837-5999-45eb-a90e-875b2b8eb3ba,5c7bcebf-ab9a-4e4f-a0d6-44ab41d22ff7,canada-bowp,Bridging Open Work Permit (BOWP),Acknowledgement of receipt letter,Official letter from IRCC confirming receipt of your permanent residence application.,acknowledgement_of_receipt,true,0,
32a95ac5-aa48-423b-b6e1-758decd6ca57,5c7bcebf-ab9a-4e4f-a0d6-44ab41d22ff7,canada-bowp,Bridging Open Work Permit (BOWP),Permanent residence application number letter,Official letter showing your permanent residence application number (begins with letter 'E') for Quebec applicants.,pr_application_number_letter,false,0,
6d05f1d9-a5ca-4f3e-b06d-4d7ab6101833,5c7bcebf-ab9a-4e4f-a0d6-44ab41d22ff7,canada-bowp,Bridging Open Work Permit (BOWP),Supporting documents from checklist,All documents specified in the official IRCC document checklist for your specific BOWP application pathway.,supporting_documents,true,0,
91ebdfef-927e-4d96-b8c5-ea325b6cf25a,57b21155-bba4-4ce0-bccf-38609e7ac34c,canada-cec,Canadian Experience Class (CEC),Educational credential assessment (ECA) report,ECA report for foreign education credentials if claiming points for foreign education to improve ranking.,education_credential,false,0,
9430bda2-b226-4796-a9f9-e289a3d4a95c,57b21155-bba4-4ce0-bccf-38609e7ac34c,canada-cec,Canadian Experience Class (CEC),Proof of settlement plans outside Quebec,Documentation demonstrating intent to settle outside Quebec province unless provincially nominated.,employment_letter,true,0,
5d3e7057-82e8-4133-9313-c989e8fcaf1b,57b21155-bba4-4ce0-bccf-38609e7ac34c,canada-cec,Canadian Experience Class (CEC),Approved language test results,Official results from approved English or French language tests showing minimum scores in all four abilities.,language_test,true,0,
4765ced0-fcb3-4111-9a16-2437732e3e0a,57b21155-bba4-4ce0-bccf-38609e7ac34c,canada-cec,Canadian Experience Class (CEC),NOC job description and evidence of duties,Documentation showing your job aligns with the NOC lead statement and main duties for skilled work verification.,employment_letter,true,0,
878bffb9-ea63-41ae-afd3-4b3bbae0aacc,57b21155-bba4-4ce0-bccf-38609e7ac34c,canada-cec,Canadian Experience Class (CEC),Canadian work experience documentation,"Pay stubs, employment letters, or other proof of 1 year (1,560 hours) of Canadian paid work experience gained in the past 3 years.",employment_letter,true,0,
1c5313f7-a7a8-427c-af18-bd6f5258898a,57b21155-bba4-4ce0-bccf-38609e7ac34c,canada-cec,Canadian Experience Class (CEC),Canadian education credential,"Certificate, diploma, or degree from a Canadian high school or post-secondary institution if claiming education points.",education_credential,false,0,
787608ee-c7ac-46a8-8fe1-2929a92b29c2,57b21155-bba4-4ce0-bccf-38609e7ac34c,canada-cec,Canadian Experience Class (CEC),Valid passport,"Current, valid passport or travel document showing your identity and nationality.",passport,true,10,
6a7d1a89-8be7-4ad3-8f01-0496454f9856,57b21155-bba4-4ce0-bccf-38609e7ac34c,canada-cec,Canadian Experience Class (CEC),Police certificates,Police certificates from each country where you have lived for 6 months or more since age 18.,police_certificate,true,11,
03061676-9d1c-492f-b02c-82590fbc157b,57b21155-bba4-4ce0-bccf-38609e7ac34c,canada-cec,Canadian Experience Class (CEC),Medical exam results,Results of a medical examination conducted by an IRCC-designated panel physician.,medical_exam,true,12,
72200832-59ed-4946-acf2-5d5d692d01eb,57b21155-bba4-4ce0-bccf-38609e7ac34c,canada-cec,Canadian Experience Class (CEC),Digital photo,Recent digital photograph meeting IRCC specifications.,photo,true,13,
8ace1509-4efd-478b-849d-e4a87c935db0,7214d890-a0c9-44d7-901d-b363e7fdd323,canada-express-entry-fsw,Express Entry – Federal Skilled Worker,Proof of funds,Documentation showing you have sufficient financial resources to settle in Canada.,bank_statement,true,0,
e812eb97-63ce-48d0-b0f6-6810d1ddfa5e,7214d890-a0c9-44d7-901d-b363e7fdd323,canada-express-entry-fsw,Express Entry – Federal Skilled Worker,Employment letters,"Letters from employers verifying your skilled work experience, duties performed, and hours worked.",employment_letter,true,0,
ba1838e8-f3cf-4d4b-a0b9-1f85a617401f,7214d890-a0c9-44d7-901d-b363e7fdd323,canada-express-entry-fsw,Express Entry – Federal Skilled Worker,Canadian education credential,"Certificate, diploma, or degree from a Canadian secondary or post-secondary institution.",education_credential,false,0,
706471f4-f630-410d-80b0-32ebd717caa6,7214d890-a0c9-44d7-901d-b363e7fdd323,canada-express-entry-fsw,Express Entry – Federal Skilled Worker,Educational Credential Assessment report,Assessment report for foreign educational credentials completed for immigration purposes.,education_credential_assessment,false,0,
e2c3dec2-6c52-4931-ab7d-8eb9796d1ef3,7214d890-a0c9-44d7-901d-b363e7fdd323,canada-express-entry-fsw,Express Entry – Federal Skilled Worker,Language test results,Official results from an approved English or French language test showing CLB 7 or higher in all four abilities.,language_test,true,0,
34f2675f-cb8b-468a-9ed1-6e0be3114e9f,7214d890-a0c9-44d7-901d-b363e7fdd323,canada-express-entry-fsw,Express Entry – Federal Skilled Worker,Job offer letter,"Valid job offer from a Canadian employer for continuous, paid, full-time work of at least 1 year.",job_offer_letter,false,0,
6ad897a1-9568-4f06-bfec-ec0190120a1d,7214d890-a0c9-44d7-901d-b363e7fdd323,canada-express-entry-fsw,Express Entry – Federal Skilled Worker,Spouse language test results,Official language test results for your spouse or common-law partner if claiming adaptability points.,language_test,false,0,
94e02d9e-93ae-43ff-94b4-3fd18c5ce0fa,7214d890-a0c9-44d7-901d-b363e7fdd323,canada-express-entry-fsw,Express Entry – Federal Skilled Worker,Valid passport,"Current, valid passport or travel document.",passport,true,10,
04df6fc2-2ab6-48df-bfbe-8fc421fd1be1,7214d890-a0c9-44d7-901d-b363e7fdd323,canada-express-entry-fsw,Express Entry – Federal Skilled Worker,Police certificates,Police certificates from each country where you have lived for 6 months or more since age 18.,police_certificate,true,11,
bece735d-5a93-4b52-aaed-63ce7707694d,7214d890-a0c9-44d7-901d-b363e7fdd323,canada-express-entry-fsw,Express Entry – Federal Skilled Worker,Medical exam results,Results of a medical examination conducted by an IRCC-designated panel physician.,medical_exam,true,12,
71704ab4-6269-4904-b909-5475f2c9aa4e,7214d890-a0c9-44d7-901d-b363e7fdd323,canada-express-entry-fsw,Express Entry – Federal Skilled Worker,Digital photo,Recent digital photograph meeting IRCC specifications.,photo,true,13,
e5a8aa85-1aa4-4ea7-bee1-e199a4b3bf17,ae71faae-7067-4f90-ab63-f32aa3b11879,canada-express-entry-stem,Express Entry – STEM Category Draw,Passport or travel document,Valid passport or travel document for identity verification and admissibility assessment.,passport,true,0,
704367cf-6dbe-425f-b9ed-1b3a651d9a2e,ae71faae-7067-4f90-ab63-f32aa3b11879,canada-express-entry-stem,Express Entry – STEM Category Draw,Work experience documentation,Evidence of 12 months of full-time work experience (or equivalent part-time) in eligible occupation within past 3 years.,employment_letter,true,0,
4605a407-d1c2-48bd-9dd8-372d0362f9a3,ae71faae-7067-4f90-ab63-f32aa3b11879,canada-express-entry-stem,Express Entry – STEM Category Draw,Language test results,Proof of official language proficiency in English or French as required by category.,language_test,true,0,
8d2d9e04-3a66-4430-9a85-471c053b4ee5,ae71faae-7067-4f90-ab63-f32aa3b11879,canada-express-entry-stem,Express Entry – STEM Category Draw,Educational credential assessment,Assessment of foreign education credentials to confirm equivalence to Canadian standards if applicable.,education_credential,false,0,
336753fa-ae7f-4171-b70f-fd0cced00452,ae71faae-7067-4f90-ab63-f32aa3b11879,canada-express-entry-stem,Express Entry – STEM Category Draw,Valid passport,"Current, valid passport or travel document.",passport,true,10,
93a9f49c-0503-4a5a-80c2-3ec76c7f52dc,ae71faae-7067-4f90-ab63-f32aa3b11879,canada-express-entry-stem,Express Entry – STEM Category Draw,STEM occupation evidence,"Documentation confirming your work experience in a qualifying STEM occupation: reference letters, employment contracts, or job descriptions clearly showing your NOC code and specific duties.",employment_reference,true,11,
a4a01682-d8df-46af-b4fe-ef0056ba20ec,c86d1334-e660-4696-9e3e-49e78b4d3865,canada-family-sponsorship,Family Sponsorship,Proof of income,Documentation demonstrating the sponsor has sufficient financial means to support the sponsored family member(s).,bank_statement,true,0,
fa08c0cd-3eb9-409c-a0e5-5b50775290bc,c86d1334-e660-4696-9e3e-49e78b4d3865,canada-family-sponsorship,Family Sponsorship,Financial Evaluation Form (IMM 1283),Form explaining income requirements and calculations for sponsorship applications with specific income thresholds.,financial_form,false,0,
92c56769-6e77-46c4-bdb6-0def8383950d,c86d1334-e660-4696-9e3e-49e78b4d3865,canada-family-sponsorship,Family Sponsorship,Sponsorship agreement undertaking,Legal document signed by the sponsor committing to provide financial support to the sponsored family member.,undertaking,true,0,
d75f2272-6fa4-4a20-b810-fa777e5b0274,c86d1334-e660-4696-9e3e-49e78b4d3865,canada-family-sponsorship,Family Sponsorship,Identification documents,"Proof of Canadian citizenship, permanent residency, or Indian Act registration status.",passport,true,0,
183e07fa-4fea-41c7-a8cf-89f26cfab1e7,c86d1334-e660-4696-9e3e-49e78b4d3865,canada-family-sponsorship,Family Sponsorship,Quebec undertaking application,Form submitted to Quebec's immigration ministry confirming sponsorship undertaking commitment (required for Quebec residents only).,undertaking,false,0,
7d1baa4d-9b89-4a3a-bcec-4f34dc157346,0b53173a-216b-4fe4-b9ba-b828a7200231,canada-fstp,Federal Skilled Trades Program (FSTP),Educational credential assessment (ECA),Educational credential assessment report for foreign education credentials to improve ranking in the Express Entry pool.,educational_credential_assessment,false,0,
28c03147-79f1-4d47-8941-9ce3410160ab,0b53173a-216b-4fe4-b9ba-b828a7200231,canada-fstp,Federal Skilled Trades Program (FSTP),Canadian education credential,"Certificate, diploma, or degree from a Canadian high school or post-secondary institution to improve ranking in the Express Entry pool.",education_credential,false,0,
5de84c92-4957-412f-87de-4c1d9f65ee3c,0b53173a-216b-4fe4-b9ba-b828a7200231,canada-fstp,Federal Skilled Trades Program (FSTP),Language test results,Approved English or French language test scores meeting minimum requirements in all 4 abilities.,language_test,true,0,
a4edfde6-77cd-495d-a553-955ac1bf02f3,0b53173a-216b-4fe4-b9ba-b828a7200231,canada-fstp,Federal Skilled Trades Program (FSTP),Employment letters,"Letters from employers documenting your skilled trade work experience, duties performed, and hours worked.",employment_letter,true,0,
368acc71-05be-42f2-9fdd-94f4a8b7db1d,0b53173a-216b-4fe4-b9ba-b828a7200231,canada-fstp,Federal Skilled Trades Program (FSTP),Certificate of qualification,"Provincial, territorial, or federal certificate of qualification proving you passed certification exam and meet requirements to practice your trade in Canada.",credential_certificate,false,0,
5626a01e-e637-40ef-94a5-93036cb8464a,0b53173a-216b-4fe4-b9ba-b828a7200231,canada-fstp,Federal Skilled Trades Program (FSTP),Valid job offer,Offer letter from Canadian employer for full-time employment lasting at least 1 year in your skilled trade.,employment_letter,false,0,
eddf9202-b5ce-40f4-9b95-a3642c9f2e65,0b53173a-216b-4fe4-b9ba-b828a7200231,canada-fstp,Federal Skilled Trades Program (FSTP),Proof of funds,Bank statements or financial documents showing sufficient funds for you and family to settle in Canada.,bank_statement,false,0,
51dda1a0-9b21-4fbd-a4b4-49044043b075,0b53173a-216b-4fe4-b9ba-b828a7200231,canada-fstp,Federal Skilled Trades Program (FSTP),Police certificate,Criminal record check from all countries you have lived in to establish admissibility to Canada.,police_certificate,false,0,
ad20ac25-7b83-4f5f-bc8d-a20032e0cddd,0b53173a-216b-4fe4-b9ba-b828a7200231,canada-fstp,Federal Skilled Trades Program (FSTP),Medical examination,Medical exam results from approved panel physician if required for admissibility purposes.,medical_exam,false,0,
d73dd837-c107-45fb-81ed-4e13f115f140,632e3e51-ec5e-4e01-8b40-1a642872eace,canada-caregiver,Home Child Care Provider & Home Support Worker Pilots,Proof of qualifying work experience,Documentation demonstrating full-time employment as a home child care provider or home support worker in a private home setting.,employment_letter,true,0,
4535f261-0182-4bba-ab39-3316dab18a5f,632e3e51-ec5e-4e01-8b40-1a642872eace,canada-caregiver,Home Child Care Provider & Home Support Worker Pilots,Work history documentation,Records showing the duration and nature of work performed in eligible NOC occupational codes.,employment_letter,true,0,
9446253a-656d-46e4-99fc-7a46ed337066,6df7cd37-b8f4-4659-956a-897521f0b368,canada-pnp-ontario,Ontario Immigrant Nominee Program (OINP),Birth certificate,Official birth certificate or certified copy proving identity and date of birth.,birth_certificate,false,0,
7393334f-1735-4439-aac1-0e7253c5555d,6df7cd37-b8f4-4659-956a-897521f0b368,canada-pnp-ontario,Ontario Immigrant Nominee Program (OINP),Educational credentials,"Proof of completion of degree requirements (Masters, PhD, or applicable credentials) from an eligible Ontario university.",education_credential,true,0,
71a46352-b858-4efa-9761-dc4247be0965,6df7cd37-b8f4-4659-956a-897521f0b368,canada-pnp-ontario,Ontario Immigrant Nominee Program (OINP),Work experience documentation,"Employment letters, pay stubs, tax documents, or employment contracts demonstrating one year of paid full-time work experience in TEER 0, 1, 2 or 3 occupation.",employment_letter,true,0,
e02fca5a-1281-4cc8-996f-31dde7ce214b,6df7cd37-b8f4-4659-956a-897521f0b368,canada-pnp-ontario,Ontario Immigrant Nominee Program (OINP),Bank statements and proof of settlement funds,Recent bank statements or investment account statements demonstrating sufficient funds to support yourself and dependents when settling in Canada.,bank_statement,true,0,
fc9938d3-50e4-4bff-a2ac-c3b0e6b736f4,6df7cd37-b8f4-4659-956a-897521f0b368,canada-pnp-ontario,Ontario Immigrant Nominee Program (OINP),Proof of Ontario residency,Documentation proving legal residence in Ontario for at least one year in the past two years (cumulative periods acceptable).,residency_proof,true,0,
42dd27f6-5e24-4ab0-bf12-ba4ec6a4b359,6df7cd37-b8f4-4659-956a-897521f0b368,canada-pnp-ontario,Ontario Immigrant Nominee Program (OINP),Job offer letter,"Written job offer from an approved Ontario employer for a full-time permanent position in TEER 0, 1, 2 or 3 at or above the low wage level.",employment_letter,false,0,
af387d6b-7b4e-4dee-ab14-b6860ce3eb24,6df7cd37-b8f4-4659-956a-897521f0b368,canada-pnp-ontario,Ontario Immigrant Nominee Program (OINP),Police certificate,Official police clearance certificate from all countries where applicant has lived for more than 6 months.,police_certificate,false,0,
8688e898-b494-4fad-99c8-a6bf0f86d02a,6df7cd37-b8f4-4659-956a-897521f0b368,canada-pnp-ontario,Ontario Immigrant Nominee Program (OINP),Medical examination results,Results of medical examination completed by a panel physician approved by IRCC.,medical_exam,false,0,
9071fe8e-ae6d-4a8d-a086-085697735654,6df7cd37-b8f4-4659-956a-897521f0b368,canada-pnp-ontario,Ontario Immigrant Nominee Program (OINP),Marriage or partnership certificate,Official certificate proving legal marriage or common-law partnership status if applicable.,marriage_certificate,false,0,
b2a4634e-8b16-4ecb-aac9-d6cf39879828,6df7cd37-b8f4-4659-956a-897521f0b368,canada-pnp-ontario,Ontario Immigrant Nominee Program (OINP),Passport or travel document,Valid passport or travel document proving your identity and citizenship.,passport,true,0,
38e01331-a799-43c4-b4b5-8fd6e95c2f45,6df7cd37-b8f4-4659-956a-897521f0b368,canada-pnp-ontario,Ontario Immigrant Nominee Program (OINP),Language test results,"Results from an approved English or French language test (IELTS, CELPIP, PTE Core, TEF, or TCF) taken within 2 years prior to application, demonstrating minimum CLB 7.",language_test,true,0,
7884e900-a586-4197-ad56-a27aaa9b06b7,9b5a7066-3fbc-4496-98e0-efbc4f42ac4d,canada-pgwp,Post-Graduation Work Permit (PGWP),Proof of program completion,"Official letter, certificate, or transcript from your designated learning institution confirming you completed your program of study and the program length.",completion_letter,true,0,
22aea109-f3f4-4542-887c-97ff6c98514e,9b5a7066-3fbc-4496-98e0-efbc4f42ac4d,canada-pgwp,Post-Graduation Work Permit (PGWP),Study permit,Your valid or recently expired study permit showing you were enrolled in a PGWP-eligible program.,study_permit,true,0,
0d23218f-1777-4415-81ff-6d7360902f35,9b5a7066-3fbc-4496-98e0-efbc4f42ac4d,canada-pgwp,Post-Graduation Work Permit (PGWP),Language test results,"Official language test results proving English (CLB 7 or CLB 5) or French (NCLC 7 or NCLC 5) proficiency in all 4 language areas, if required based on program type and application date.",language_test,false,0,
bfc63c17-159c-4aa0-b7b3-a52f9b78d980,9b5a7066-3fbc-4496-98e0-efbc4f42ac4d,canada-pgwp,Post-Graduation Work Permit (PGWP),Official letter from Quebec school,Official letter from the school confirming program length and program code for graduates of certain Quebec schools.,school_letter,false,0,
9de44751-4779-4f7e-a725-9fc797ca1277,9b5a7066-3fbc-4496-98e0-efbc4f42ac4d,canada-pgwp,Post-Graduation Work Permit (PGWP),Proof of authorized leave,Documentation from your designated learning institution authorizing any leave of up to 150 days taken during your study program.,authorization_letter,false,0,
fd0f1d67-754f-48f5-9cd4-610a84bcfd1a,f469574d-8591-404e-bc9c-6f085472f6c0,canada-startup-visa,Start-up Visa Program,Valid passport or travel document,A current travel document or passport to confirm your identity and citizenship.,passport,true,0,
6773902a-ba0c-41f0-8c38-1bdf5d0ae25b,f469574d-8591-404e-bc9c-6f085472f6c0,canada-startup-visa,Start-up Visa Program,Language proficiency test results,Test results from an approved language testing agency showing Canadian Language Benchmark 5 in all bands (English or French).,language_test,true,0,
97fcae4e-bcab-4869-a70a-2947ff48c07d,f469574d-8591-404e-bc9c-6f085472f6c0,canada-startup-visa,Start-up Visa Program,Letter of support from designated organization,A letter from an approved designated organization confirming their support for your business idea.,letter_of_support,true,0,
c58b5b43-96b3-43a8-9025-70704619d6b4,f469574d-8591-404e-bc9c-6f085472f6c0,canada-startup-visa,Start-up Visa Program,Birth certificate,Your official birth certificate and those of all family members.,birth_certificate,true,0,
14e34638-fc83-4569-ad36-b07c20a0dd20,f469574d-8591-404e-bc9c-6f085472f6c0,canada-startup-visa,Start-up Visa Program,Identity and civil status documents,"Official documents establishing your identity and civil status (e.g., marriage certificate, divorce decree, proof of common-law union).",identity_document,true,0,
01abe4b0-cd4e-47f6-899b-ad147e7eb4cb,f469574d-8591-404e-bc9c-6f085472f6c0,canada-startup-visa,Start-up Visa Program,Police certificate,Police certificate for yourself and any family members 18 years or older.,police_certificate,true,0,
042ef04d-8ba9-4d9f-8e1f-48c5967bd305,f469574d-8591-404e-bc9c-6f085472f6c0,canada-startup-visa,Start-up Visa Program,Proof of settlement funds,Evidence that you have sufficient funds to support yourself and dependants after arrival in Canada (cannot be borrowed from another person).,bank_statement,true,0,
1626b86c-b546-4675-ada7-3982fe94f290,f469574d-8591-404e-bc9c-6f085472f6c0,canada-startup-visa,Start-up Visa Program,Photographs,Photos of you and each family member who will be in Canada.,photo,true,0,
9176381c-8da5-4685-b22e-2476f92f72fb,f469574d-8591-404e-bc9c-6f085472f6c0,canada-startup-visa,Start-up Visa Program,Fee payment receipt,Proof of payment for all application fees.,fee_receipt,true,0,
fe8ad122-fc34-491e-bb2d-282eedbbe191,f469574d-8591-404e-bc9c-6f085472f6c0,canada-startup-visa,Start-up Visa Program,Statutory Declaration of Common-law Union (IMM 5409),Form confirming common-law union status if applicable.,statutory_declaration,false,0,
eb1c72c8-6483-46f0-88ca-0d97bb847aa6,f469574d-8591-404e-bc9c-6f085472f6c0,canada-startup-visa,Start-up Visa Program,Separation Declaration for Minors (IMM 5604),Form required if any dependent minor is not travelling with all custodial parents.,separation_declaration,false,0,
93fe8789-c4bb-44d4-abc5-63702d5d2e24,f469574d-8591-404e-bc9c-6f085472f6c0,canada-startup-visa,Start-up Visa Program,Use of a Representative (IMM5476),Form required if you are using a paid or unpaid immigration representative to assist with your application.,representative_form,false,0,
b2d75919-aa23-4816-aa82-136645eab23f,f469574d-8591-404e-bc9c-6f085472f6c0,canada-startup-visa,Start-up Visa Program,Authority to Release Personal Information (IMM5475),Form required if you want IRCC to release information from your application to someone other than a representative.,authorization_form,false,0,
